Time,Vehicle_Count,Queue_Length,Average_Speed,Average_Waiting_Time
7698,20,6,2.01,8.55
7699,20,6,2.08,4.55
7700,21,5,2.35,0.57
7701,21,5,2.95,0.81
7702,21,6,2.94,1.1
7703,21,7,3.41,1.43
7704,22,9,3.66,1.77
7705,21,10,3.73,2.33
7706,21,12,3.7,2.9
7707,21,12,3.69,3.48
7708,20,12,3.55,4.25
7709,21,12,3.84,4.62
7710,20,12,3.68,5.45
7711,21,12,4.27,5.76
7712,21,12,3.94,6.33
7713,22,12,4.48,6.59
7714,21,12,4.0,7.48
7715,22,12,4.52,7.68
7716,20,12,3.86,9.05
7717,22,12,4.54,8.77
7718,20,12,3.98,10.25
7719,21,12,4.5,10.33
7720,20,12,3.95,11.45
7721,21,12,4.57,11.48
7722,21,12,4.32,12.05
7723,21,12,4.24,12.62
7724,21,12,3.94,13.19
7725,21,12,3.97,13.76
7726,20,12,3.68,15.05
7727,22,12,4.29,14.23
7728,20,12,3.72,16.25
7729,21,12,4.32,16.05
7730,21,12,4.18,16.62
7731,21,12,4.19,17.19
7732,21,12,3.95,17.76
7733,21,12,4.29,18.33
7734,20,12,4.06,19.85
7735,22,12,4.6,18.59
7736,20,12,4.05,21.05
7737,22,12,4.73,19.68
7738,20,12,3.74,22.25
7739,22,13,3.84,20.82
7740,22,13,3.47,21.41
7741,22,12,2.52,18.0
7742,22,11,1.66,14.59
7743,21,10,1.34,11.76
7744,21,9,1.58,8.33
7745,22,8,1.95,4.64
7746,22,8,2.56,3.18
7747,21,8,2.86,1.76
7748,21,9,3.56,2.19
7749,21,9,4.14,2.62
7750,21,9,4.4,3.05
7751,21,10,4.51,3.52
7752,20,10,4.68,4.2
7753,21,10,5.22,4.48
7754,19,10,4.73,5.47
7755,20,10,4.97,5.7
7756,20,10,4.62,6.2
7757,21,10,4.9,6.38
7758,20,10,4.39,7.2
7759,21,10,4.76,7.33
7760,20,10,4.49,8.2
7761,21,10,4.79,8.29
7762,20,10,4.77,9.2
7763,21,10,4.9,9.24
7764,20,10,4.63,10.2
7765,22,10,5.08,9.73
7766,20,10,4.48,11.2
7767,21,10,5.01,11.14
7768,20,10,4.52,12.2
7769,21,10,5.09,12.1
7770,20,10,4.81,13.2
7771,21,10,5.09,13.05
7772,20,10,4.88,14.2
7773,20,10,5.14,14.7
7774,20,10,5.04,15.2
7775,19,10,4.78,16.53
7776,20,10,5.1,16.2
7777,20,10,4.79,16.7
7778,18,10,3.99,19.11
7779,20,10,4.45,17.7
7780,19,10,4.14,19.16
7781,21,10,4.37,17.81
7782,20,10,4.13,19.2
7783,22,10,4.05,17.91
7784,21,10,3.03,19.24
7785,21,11,2.65,19.76
7786,23,10,2.54,14.57
7787,21,9,1.73,12.14
7788,21,7,1.97,8.33
7789,20,5,1.83,4.75
7790,22,4,2.21,0.73
7791,22,6,2.99,1.0
7792,21,8,3.18,1.43
7793,23,9,3.81,1.7
7794,22,12,3.74,2.32
7795,21,11,3.84,2.9
7796,22,12,3.92,3.32
7797,21,12,3.75,4.05
7798,21,12,4.02,4.62
7799,21,12,3.74,5.19
7800,21,12,4.04,5.76
7801,20,12,3.71,6.65
7802,22,12,4.44,6.59
7803,21,12,4.12,7.48
7804,22,12,4.37,7.68
7805,20,12,3.78,9.05
7806,21,12,4.29,9.19
7807,21,12,4.13,9.76
7808,22,12,4.82,9.86
7809,21,12,4.25,10.9
7810,21,12,4.46,11.48
7811,20,12,4.15,12.65
7812,21,12,4.41,12.62
7813,21,12,4.62,13.19
7814,22,12,4.7,13.14
7815,21,12,4.29,14.33
7816,21,12,4.43,14.9
7817,21,12,3.99,15.48
7818,20,12,3.67,16.85
7819,22,12,4.09,15.86
7820,20,12,3.4,18.05
7821,21,12,4.1,17.76
7822,21,12,3.92,18.33
7823,22,12,4.5,18.05
7824,20,12,3.87,20.45
7825,22,12,4.48,19.14
7826,21,12,4.05,20.62
7827,22,12,4.42,20.23
7828,21,12,3.9,21.76
7829,22,12,3.65,21.32
7830,23,12,3.77,20.91
7831,21,11,2.61,19.1
7832,22,10,1.81,14.73
7833,21,9,1.51,11.86
7834,21,8,1.93,8.24
7835,22,7,2.32,4.41
7836,22,7,3.06,1.0
7837,21,9,3.2,1.48
7838,21,9,3.84,1.9
7839,20,10,4.24,2.5
7840,20,10,4.56,3.0
7841,19,10,4.4,3.68
7842,20,10,4.91,4.0
7843,19,10,4.46,4.74
7844,19,10,4.68,5.26
7845,20,10,4.65,5.5
7846,20,10,4.84,6.0
7847,20,10,4.73,6.5
7848,20,10,4.34,7.0
7849,21,10,4.96,7.14
7850,20,10,4.49,8.0
7851,21,10,4.85,8.1
7852,19,10,3.91,9.47
7853,21,10,4.51,9.05
7854,20,10,4.09,10.0
7855,21,10,4.13,10.0
7856,21,10,4.27,10.48
7857,22,10,4.43,10.45
7858,21,10,4.24,11.43
7859,22,10,4.78,11.36
7860,20,10,4.34,13.0
7861,21,10,4.57,12.86
7862,21,10,5.0,13.33
7863,21,10,4.52,13.81
7864,21,10,4.73,14.29
7865,21,10,4.85,14.76
7866,21,10,4.79,15.24
7867,21,10,5.03,15.71
7868,20,10,4.84,17.0
7869,21,10,4.96,16.67
7870,20,10,4.89,18.0
7871,20,10,5.09,18.5
7872,20,10,4.87,19.0
7873,20,10,4.85,19.5
7874,20,11,4.1,20.05
7875,20,11,3.51,20.6
7876,20,9,2.72,16.65
7877,20,8,2.18,12.7
7878,20,6,2.39,8.7
7879,22,5,2.66,4.27
7880,22,4,3.21,0.64
7881,21,5,3.52,0.9
7882,20,7,3.45,1.3
7883,22,8,3.99,1.55
7884,21,9,3.51,2.05
7885,22,10,4.25,2.41
7886,21,11,3.46,3.05
7887,21,11,3.73,3.57
7888,22,12,4.2,3.95
7889,21,12,4.15,4.71
7890,21,12,4.21,5.29
7891,22,12,4.38,5.59
7892,21,12,4.23,6.43
7893,22,12,4.36,6.68
7894,21,12,4.03,7.57
7895,20,12,3.86,8.55
7896,22,12,4.54,8.32
7897,20,12,3.95,9.75
7898,22,12,4.44,9.41
7899,20,12,3.86,10.95
7900,21,12,4.54,11.0
7901,21,12,4.12,11.57
7902,21,12,4.33,12.14
7903,21,12,4.1,12.71
7904,22,12,4.75,12.68
7905,21,12,4.52,13.86
7906,21,12,4.21,14.43
7907,22,12,4.55,14.32
7908,22,12,4.31,14.86
7909,21,12,4.06,16.14
7910,20,12,3.76,17.55
7911,22,12,4.48,16.5
7912,21,12,4.26,17.86
7913,22,12,4.45,17.59
7914,20,12,3.75,19.95
7915,21,12,4.44,19.57
7916,21,12,4.19,20.14
7917,21,12,4.41,20.71
7918,20,12,4.09,22.35
7919,22,12,4.41,20.86
7920,21,12,3.69,22.43
7921,22,10,3.27,17.86
7922,21,8,2.17,15.05
7923,22,7,2.09,10.91
7924,21,7,1.7,7.86
7925,22,7,2.08,4.09
7926,22,6,2.73,0.68
7927,22,8,3.18,1.05
7928,21,8,3.51,1.48
7929,21,10,3.87,1.95
7930,23,10,4.4,2.22
7931,20,10,3.58,3.05
7932,20,10,3.85,3.55
7933,21,10,3.73,3.86
7934,21,10,4.0,4.33
7935,21,10,4.11,4.81
7936,22,10,4.5,5.05
7937,21,10,4.53,5.76
7938,21,10,4.89,6.24
7939,21,10,4.58,6.71
7940,21,10,4.86,7.19
7941,22,10,4.9,7.32
7942,20,10,4.49,8.55
7943,21,10,5.19,8.62
7944,20,10,4.72,9.55
7945,20,10,4.79,10.05
7946,19,10,4.48,11.11
7947,21,10,4.71,10.52
7948,20,10,4.56,11.55
7949,20,10,4.74,12.05
7950,20,10,4.49,12.55
7951,21,10,4.96,12.43
7952,19,10,4.53,14.26
7953,21,10,4.99,13.38
7954,20,10,5.01,14.55
7955,21,10,5.04,14.33
7956,20,10,4.99,15.55
7957,19,10,4.67,16.89
7958,20,10,4.93,16.55
7959,20,10,5.11,17.05
7960,21,10,5.11,16.71
7961,20,10,4.83,18.05
7962,20,10,4.95,18.55
7963,20,10,4.63,19.05
7964,21,10,4.62,18.62
7965,21,10,3.54,19.1
7966,21,8,3.47,15.43
7967,21,8,2.44,11.76
7968,20,6,1.82,8.4
7969,20,5,1.9,4.45
7970,20,4,2.47,0.55
7971,22,5,2.91,0.73
7972,21,6,3.02,1.05
7973,21,8,3.48,1.43
7974,21,9,3.29,1.86
7975,21,10,3.82,2.33
7976,21,11,3.92,2.86
7977,21,12,3.87,3.43
7978,22,12,4.19,3.82
7979,22,12,4.27,4.36
7980,21,12,4.1,5.14
7981,22,12,4.54,5.45
7982,20,12,3.9,6.6
7983,22,12,4.53,6.55
7984,21,12,4.08,7.43
7985,22,12,4.19,7.64
7986,21,12,3.93,8.57
7987,21,12,4.24,9.14
7988,21,12,3.96,9.71
7989,22,12,4.4,9.82
7990,20,12,3.65,11.4
7991,22,12,4.5,10.91
7992,20,12,3.7,12.6
7993,21,12,4.25,12.57
7994,21,12,3.89,13.14
7995,21,12,3.94,13.71
7996,20,12,3.78,15.0
7997,21,12,4.04,14.86
7998,20,12,3.66,16.2
7999,21,12,4.31,16.0
8000,20,12,3.72,17.4
8001,21,12,4.44,17.14
8002,21,12,4.31,17.71
8003,22,12,4.61,17.45
8004,21,12,4.01,18.86
8005,21,12,4.05,19.43
8006,20,12,3.88,21.0
8007,22,12,4.4,19.64
8008,20,12,3.56,22.2
8009,22,12,3.58,20.73
8010,21,12,2.95,22.29
8011,21,11,2.38,18.62
8012,21,9,1.92,15.0
8013,21,8,1.61,11.43
8014,21,7,2.01,7.86
8015,21,7,2.47,4.33
8016,22,7,2.96,0.86
8017,21,9,3.32,1.33
8018,21,10,3.8,1.81
8019,22,10,4.35,2.18
8020,21,10,4.17,2.76
8021,21,10,4.44,3.24
8022,21,10,4.02,3.71
8023,21,10,4.32,4.19
8024,21,10,4.29,4.67
8025,21,10,4.46,5.14
8026,21,10,4.72,5.62
8027,21,10,4.87,6.1
8028,21,10,4.6,6.57
8029,21,10,4.74,7.05
8030,21,10,4.94,7.52
8031,20,10,4.33,8.4
8032,21,10,4.93,8.48
8033,20,10,4.99,9.4
8034,21,10,5.25,9.43
8035,20,10,5.07,10.4
8036,20,10,5.36,10.9
8037,20,10,5.2,11.4
8038,19,10,5.05,12.53
8039,20,10,5.25,12.4
8040,20,10,5.34,12.9
8041,20,10,5.17,13.4
8042,20,10,5.26,13.9
8043,18,10,4.57,16.0
8044,20,10,5.3,14.9
8045,19,10,4.97,16.21
8046,20,10,5.26,15.9
8047,19,10,4.67,17.26
8048,20,10,4.92,16.9
8049,20,10,4.97,17.4
8050,20,10,5.13,17.9
8051,20,10,5.08,18.4
8052,20,10,5.37,18.9
8053,19,10,4.99,20.42
8054,20,10,4.88,19.9
8055,20,10,4.66,20.4
8056,20,8,3.99,16.45
8057,20,6,3.15,12.45
8058,20,5,2.83,8.45
8059,20,4,2.39,4.4
8060,20,3,2.82,0.3
8061,21,5,3.12,0.52
8062,20,6,3.32,0.85
8063,21,7,3.77,1.14
8064,21,7,3.66,1.48
8065,21,9,4.09,1.9
8066,22,11,4.05,2.32
8067,21,11,3.68,2.95
8068,21,12,3.95,3.52
8069,21,12,3.66,4.1
8070,21,12,3.94,4.67
8071,22,12,4.07,5.0
8072,22,12,3.96,5.55
8073,21,12,3.88,6.38
8074,22,12,4.22,6.64
8075,21,12,3.94,7.52
8076,21,12,3.99,8.1
8077,22,12,4.04,8.27
8078,22,12,4.2,8.82
8079,22,12,3.85,9.36
8080,21,12,3.7,10.38
8081,21,12,3.81,10.95
8082,22,12,3.87,11.0
8083,22,12,4.13,11.55
8084,21,12,4.04,12.67
8085,21,12,3.85,13.24
8086,22,12,4.66,13.18
8087,20,12,4.03,15.1
8088,22,12,4.53,14.27
8089,20,12,3.89,16.3
8090,22,12,4.62,15.36
8091,20,12,3.95,17.5
8092,21,12,4.55,17.24
8093,21,12,4.17,17.81
8094,22,12,4.7,17.55
8095,21,12,4.07,18.95
8096,21,12,4.25,19.52
8097,20,12,4.06,21.1
8098,22,12,4.48,19.73
8099,20,12,3.24,22.3
8100,22,13,2.97,20.86
8101,21,12,2.36,18.38
8102,21,11,2.04,14.95
8103,21,10,1.54,11.52
8104,21,9,1.98,8.1
8105,22,7,2.55,4.45
8106,21,7,2.78,1.29
8107,21,8,3.48,1.67
8108,21,8,4.05,2.05
8109,20,9,4.34,2.6
8110,21,10,4.67,2.95
8111,20,10,4.69,3.6
8112,20,10,4.54,4.1
8113,20,10,4.63,4.6
8114,20,10,4.89,5.1
8115,20,10,4.72,5.6
8116,20,10,4.81,6.1
8117,20,10,4.55,6.6
8118,20,10,4.6,7.1
8119,20,10,4.13,7.6
8120,20,10,4.26,8.1
8121,21,10,4.65,8.19
8122,20,10,3.94,9.1
8123,20,10,3.78,9.6
8124,20,10,3.84,10.1
8125,21,10,3.64,10.1
8126,21,10,4.07,10.57
8127,22,10,4.41,10.55
8128,21,10,4.26,11.52
8129,22,10,4.61,11.45
8130,21,10,4.12,12.48
8131,22,10,4.62,12.36
8132,21,10,4.45,13.43
8133,21,10,4.35,13.9
8134,21,10,4.65,14.38
8135,20,10,4.59,15.6
8136,21,10,4.87,15.33
8137,20,10,4.77,16.6
8138,20,10,4.89,17.1
8139,20,10,4.86,17.6
8140,21,10,5.42,17.24
8141,19,10,4.97,19.58
8142,20,10,5.18,19.1
8143,19,10,4.76,20.63
8144,20,10,4.59,20.1
8145,21,11,4.72,19.67
8146,21,9,3.65,15.81
8147,20,8,2.73,12.55
8148,21,7,2.27,8.14
8149,21,6,1.83,4.48
8150,21,4,2.29,0.71
8151,21,6,2.88,1.0
8152,20,6,3.08,1.35
8153,22,8,3.51,1.59
8154,22,10,3.61,2.05
8155,21,10,3.69,2.62
8156,22,10,4.33,2.95
8157,21,11,4.07,3.62
8158,21,12,4.2,4.19
8159,21,12,4.01,4.76
8160,21,12,4.28,5.33
8161,22,12,4.69,5.64
8162,21,12,4.34,6.48
8163,22,12,4.54,6.73
8164,21,12,4.29,7.62
8165,20,12,4.24,8.6
8166,22,12,4.9,8.36
8167,20,12,4.38,9.8
8168,22,12,5.16,9.45
8169,20,12,4.34,11.0
8170,22,12,5.09,10.55
8171,20,12,4.37,12.2
8172,20,12,4.52,12.8
8173,20,12,4.25,13.4
8174,20,12,4.4,14.0
8175,21,12,4.72,13.9
8176,20,12,4.34,15.2
8177,21,12,4.43,15.05
8178,20,12,3.95,16.4
8179,20,12,4.14,17.0
8180,21,12,4.16,16.76
8181,21,12,4.23,17.33
8182,20,12,3.85,18.8
8183,20,12,3.68,19.4
8184,20,12,3.9,20.0
8185,21,12,3.96,19.62
8186,22,12,4.14,19.27
8187,20,12,3.45,21.8
8188,22,12,3.87,20.36
8189,20,12,3.01,23.0
8190,22,12,2.77,21.45
8191,22,11,2.72,17.91
8192,23,10,2.19,13.83
8193,22,8,1.91,11.0
8194,23,8,2.22,7.26
8195,22,7,2.22,4.27
8196,22,6,2.93,0.91
8197,21,6,3.22,1.24
8198,21,9,3.89,1.67
8199,20,10,4.12,2.25
8200,21,10,4.48,2.62
8201,21,10,4.93,3.1
8202,19,10,4.41,3.95
8203,20,10,4.72,4.25
8204,19,10,4.76,5.0
8205,20,10,4.63,5.25
8206,20,10,4.74,5.75
8207,19,10,4.23,6.58
8208,20,10,4.25,6.75
8209,20,10,4.05,7.25
8210,20,10,3.72,7.75
8211,21,10,4.21,7.86
8212,21,10,4.26,8.33
8213,22,10,4.31,8.41
8214,20,10,3.8,9.75
8215,21,10,4.08,9.76
8216,21,10,3.85,10.24
8217,22,10,4.36,10.23
8218,21,10,4.2,11.19
8219,22,10,4.4,11.14
8220,21,10,4.34,12.14
8221,21,10,4.37,12.62
8222,21,10,4.33,13.1
8223,22,10,4.83,12.95
8224,20,10,4.45,14.75
8225,21,10,4.85,14.52
8226,20,10,4.76,15.75
8227,20,10,4.52,16.25
8228,21,10,5.01,15.95
8229,20,10,4.5,17.25
8230,21,10,5.02,16.9
8231,20,10,4.81,18.25
8232,21,10,5.17,17.86
8233,21,10,5.19,18.33
8234,20,10,3.99,19.75
8235,21,11,3.44,19.33
8236,21,10,2.4,15.57
8237,21,9,1.99,11.9
8238,20,9,1.55,8.7
8239,20,7,2.04,4.95
8240,22,7,2.31,1.05
8241,22,7,2.91,1.36
8242,21,9,3.04,1.86
8243,22,10,3.64,2.23
8244,21,11,3.21,2.86
8245,21,11,3.85,3.38
8246,22,12,4.28,3.77
8247,22,12,4.57,4.32
8248,21,12,4.25,5.1
8249,22,12,4.58,5.41
8250,21,12,4.41,6.24
8251,21,12,4.17,6.81
8252,21,12,4.27,7.38
8253,20,12,4.09,8.35
8254,21,12,4.23,8.52
8255,20,12,4.06,9.55
8256,22,12,4.82,9.23
8257,20,12,4.1,10.75
8258,22,12,4.77,10.32
8259,20,12,3.79,11.95
8260,21,12,3.91,11.95
8261,21,12,3.95,12.52
8262,21,12,4.03,13.1
8263,21,12,3.8,13.67
8264,21,12,3.9,14.24
8265,20,12,3.56,15.55
8266,22,12,4.23,14.68
8267,21,12,4.04,15.95
8268,21,12,4.3,16.52
8269,21,12,3.99,17.1
8270,22,12,4.35,16.86
8271,20,12,3.77,19.15
8272,21,12,4.29,18.81
8273,20,12,4.14,20.35
8274,22,12,4.54,19.05
8275,20,12,3.99,21.55
8276,22,12,4.58,20.14
8277,20,12,4.05,22.75
8278,21,12,4.42,22.24
8279,22,12,4.04,21.77
8280,21,12,3.15,23.38
8281,22,11,2.36,18.68
8282,21,10,1.8,15.81
8283,23,9,1.98,11.0
8284,23,8,2.23,7.61
8285,22,7,2.35,4.41
8286,22,5,3.01,0.91
8287,21,7,3.53,1.29
8288,21,8,4.2,1.67
8289,19,9,4.02,2.32
8290,21,10,4.79,2.57
8291,19,10,4.38,3.37
8292,21,10,4.89,3.52
8293,20,10,4.74,4.2
8294,20,10,4.97,4.7
8295,20,10,4.95,5.2
8296,21,10,5.54,5.43
8297,20,10,4.87,6.2
8298,21,10,5.48,6.38
8299,19,10,4.77,7.58
8300,21,10,5.29,7.33
8301,20,10,5.26,8.2
8302,20,10,5.06,8.7
8303,19,10,4.78,9.68
8304,20,10,4.86,9.7
8305,20,10,4.85,10.2
8306,20,10,4.79,10.7
8307,20,10,4.64,11.2
8308,20,10,4.66,11.7
8309,20,10,4.4,12.2
8310,20,10,4.36,12.7
8311,20,10,4.44,13.2
8312,21,10,4.36,13.05
8313,20,10,4.3,14.2
8314,21,10,5.0,14.0
8315,20,10,4.59,15.2
8316,21,10,5.02,14.95
8317,20,10,4.16,16.2
8318,21,10,4.65,15.9
8319,20,10,4.46,17.2
8320,22,10,5.07,16.09
8321,20,10,4.54,18.2
8322,21,10,5.15,17.81
8323,20,10,4.54,19.2
8324,20,10,4.18,19.7
8325,21,10,3.68,19.24
8326,20,9,2.91,16.2
8327,21,7,2.78,11.62
8328,20,6,1.87,8.3
8329,20,6,2.19,4.45
8330,20,4,2.74,0.6
8331,22,6,2.98,0.82
8332,21,7,2.99,1.19
8333,22,9,3.51,1.55
8334,21,9,3.17,2.05
8335,21,11,3.59,2.57
8336,22,12,3.9,3.0
8337,22,12,4.4,3.55
8338,21,12,4.06,4.29
8339,22,12,4.41,4.64
8340,21,12,4.34,5.43
8341,22,12,4.49,5.73
8342,21,12,4.21,6.57
8343,21,12,4.16,7.14
8344,22,12,4.56,7.36
8345,21,12,3.73,8.29
8346,22,12,4.18,8.45
8347,20,12,3.65,9.9
8348,22,12,4.35,9.55
8349,21,12,4.07,10.57
8350,21,12,4.06,11.14
8351,21,12,3.97,11.71
8352,21,12,4.07,12.29
8353,22,12,4.19,12.27
8354,22,12,4.25,12.82
8355,20,12,3.58,14.7
8356,22,12,4.44,13.91
8357,21,12,4.24,15.14
8358,21,12,4.38,15.71
8359,21,12,4.12,16.29
8360,21,12,4.33,16.86
8361,21,12,4.05,17.43
8362,21,12,4.0,18.0
8363,20,12,3.52,19.5
8364,22,12,4.19,18.27
8365,21,12,4.05,19.71
8366,22,12,4.24,19.36
8367,21,12,3.93,20.86
8368,21,12,3.96,21.43
8369,21,12,3.61,22.0
8370,22,12,3.47,21.55
8371,21,10,2.55,18.86
8372,21,9,1.88,15.19
8373,21,8,2.2,11.57
8374,22,7,2.31,7.59
8375,23,7,2.71,4.0
8376,22,5,2.9,0.73
8377,21,5,3.0,1.0
8378,21,7,3.48,1.33
8379,21,8,3.92,1.71
8380,22,10,4.18,2.09
8381,21,10,4.23,2.67
8382,20,10,4.17,3.3
8383,21,10,4.33,3.62
8384,21,10,4.78,4.1
8385,21,10,5.04,4.57
8386,20,10,4.67,5.3
8387,21,10,5.24,5.52
8388,20,10,4.64,6.3
8389,21,10,4.93,6.48
8390,21,10,4.84,6.95
8391,21,10,5.06,7.43
8392,20,10,4.79,8.3
8393,21,10,5.07,8.38
8394,20,10,4.81,9.3
8395,19,10,4.74,10.32
8396,20,10,4.82,10.3
8397,20,10,4.98,10.8
8398,19,10,4.74,11.89
8399,20,10,4.78,11.8
8400,19,10,4.34,12.95
8401,21,10,4.83,12.19
8402,20,10,4.53,13.3
8403,21,10,5.04,13.14
8404,20,10,4.65,14.3
8405,21,10,5.18,14.1
8406,20,10,5.01,15.3
8407,20,10,4.88,15.8
8408,19,10,4.86,17.16
8409,20,10,4.74,16.8
8410,20,10,4.89,17.3
8411,19,10,4.42,18.74
8412,20,10,4.71,18.3
8413,20,10,4.63,18.8
8414,20,10,3.93,19.3
8415,21,11,3.87,18.9
8416,22,9,3.2,14.5
8417,21,9,2.89,11.57
8418,21,7,2.38,7.95
8419,21,6,2.01,4.38
8420,21,6,2.44,0.86
8421,22,6,2.78,1.09
8422,21,7,2.96,1.48
8423,22,9,3.72,1.82
8424,21,10,3.22,2.38
8425,21,10,3.63,2.86
8426,22,11,3.97,3.23
8427,22,11,4.13,3.73
8428,21,12,4.05,4.48
8429,22,12,4.57,4.82
8430,21,12,4.35,5.62
8431,22,12,4.56,5.91
8432,21,12,4.08,6.76
8433,21,12,3.91,7.33
8434,22,12,4.6,7.55
8435,20,12,3.93,8.9
8436,22,12,4.83,8.64
8437,21,12,4.28,9.62
8438,20,12,4.05,10.7
8439,21,12,4.35,10.76
8440,20,12,3.94,11.9
8441,21,12,3.96,11.9
8442,21,12,4.22,12.48
8443,20,12,4.07,13.7
8444,21,12,4.14,13.62
8445,20,12,3.82,14.9
8446,22,12,4.48,14.09
8447,21,12,4.09,15.33
8448,21,12,4.08,15.9
8449,21,12,3.89,16.48
8450,21,12,4.02,17.05
8451,22,12,4.4,16.82
8452,21,12,3.97,18.19
8453,21,12,4.04,18.76
8454,22,12,4.17,18.45
8455,21,12,4.04,19.9
8456,22,12,4.19,19.55
8457,21,12,3.76,21.05
8458,21,12,3.58,21.62
8459,21,13,2.94,22.24
8460,21,13,2.21,22.86
8461,21,12,1.58,19.14
8462,22,10,1.49,14.77
8463,22,9,1.79,11.36
8464,21,9,1.54,8.33
8465,22,7,2.06,4.55
8466,22,8,2.72,1.23
8467,21,8,2.99,1.67
8468,21,8,3.57,2.05
8469,21,9,4.3,2.48
8470,21,10,3.92,2.95
8471,21,10,4.4,3.43
8472,20,10,4.65,4.1
8473,21,10,5.01,4.38
8474,19,10,4.57,5.37
8475,21,10,5.36,5.33
8476,20,10,5.06,6.1
8477,20,10,5.35,6.6
8478,20,10,5.02,7.1
8479,21,10,5.5,7.24
8480,20,10,4.75,8.1
8481,20,10,4.85,8.6
8482,20,10,5.05,9.1
8483,20,10,4.74,9.6
8484,20,10,4.96,10.1
8485,20,10,4.66,10.6
8486,19,10,4.2,11.68
8487,20,10,4.84,11.6
8488,20,10,4.52,12.1
8489,21,10,4.94,12.0
8490,19,10,4.52,13.79
8491,21,10,5.09,12.95
8492,20,10,4.93,14.1
8493,21,10,5.26,13.9
8494,20,10,5.0,15.1
8495,19,10,4.84,16.42
8496,20,10,5.11,16.1
8497,19,10,5.04,17.47
8498,20,10,5.3,17.1
8499,20,10,5.37,17.6
8500,20,10,5.24,18.1
8501,20,10,5.09,18.6
8502,19,10,4.98,20.11
8503,20,10,4.83,19.6
8504,19,10,4.43,21.16
8505,20,10,3.68,20.6
8506,21,8,3.49,15.76
8507,20,7,2.45,12.55
8508,20,6,1.99,8.5
8509,20,5,2.29,4.5
8510,20,4,2.57,0.5
8511,22,6,2.99,0.73
8512,22,6,3.66,1.0
8513,22,8,3.87,1.36
8514,22,10,3.97,1.82
8515,22,10,4.1,2.27
8516,21,11,3.77,2.9
8517,21,12,4.11,3.48
8518,21,12,3.75,4.05
8519,21,12,4.09,4.62
8520,22,12,4.42,4.95
8521,21,12,4.2,5.76
8522,21,12,4.39,6.33
8523,21,12,4.3,6.9
8524,21,12,4.6,7.48
8525,22,12,4.63,7.68
8526,21,12,4.29,8.62
8527,21,12,4.14,9.19
8528,21,12,4.21,9.76
8529,20,12,3.83,10.85
8530,22,12,4.37,10.41
8531,20,12,3.62,12.05
8532,21,12,4.11,12.05
8533,20,12,3.31,13.25
8534,21,12,4.11,13.19
8535,20,12,3.66,14.45
8536,22,12,4.41,13.68
8537,21,12,4.22,14.9
8538,22,12,4.15,14.77
8539,21,12,3.89,16.05
8540,21,12,4.11,16.62
8541,21,12,3.95,17.19
8542,20,12,3.51,18.65
8543,20,12,3.71,19.25
8544,21,12,3.81,18.9
8545,21,12,4.07,19.48
8546,21,12,4.37,20.05
8547,21,12,4.16,20.62
8548,21,12,4.03,21.19
8549,22,13,3.53,20.82
8550,21,14,2.61,22.48
8551,22,12,1.61,18.05
8552,22,11,1.63,14.68
8553,21,9,1.12,11.81
8554,22,8,1.68,7.91
8555,22,7,2.35,4.5
8556,22,6,2.98,1.18
8557,21,7,3.4,1.57
8558,21,8,4.0,1.95
8559,19,9,3.49,2.63
8560,21,10,4.2,2.86
8561,21,10,4.39,3.33
8562,21,10,4.66,3.81
8563,21,10,4.6,4.29
8564,21,10,4.74,4.76
8565,21,10,4.65,5.24
8566,21,10,4.78,5.71
8567,21,10,4.7,6.19
8568,21,10,4.55,6.67
8569,20,10,4.44,7.5
8570,21,10,4.99,7.62
8571,20,10,4.66,8.5
8572,20,10,4.76,9.0
8573,19,10,4.43,10.0
8574,20,10,4.32,10.0
8575,19,10,4.04,11.05
8576,21,10,4.39,10.48
8577,20,10,4.13,11.5
8578,21,10,4.54,11.43
8579,21,10,4.26,11.9
8580,22,10,4.5,11.82
8581,22,10,4.51,12.27
8582,22,10,4.65,12.73
8583,21,10,4.58,13.81
8584,21,10,4.49,14.29
8585,21,10,4.64,14.76
8586,20,10,4.35,16.0
8587,21,10,4.84,15.71
8588,20,10,4.62,17.0
8589,21,10,4.91,16.67
8590,21,10,4.77,17.14
8591,20,10,4.7,18.5
8592,21,10,4.89,18.1
8593,21,10,4.91,18.57
8594,21,10,4.0,19.05
8595,21,10,3.35,19.52
8596,21,8,2.84,15.57
8597,21,8,2.1,11.71
8598,21,6,2.31,7.95
8599,20,6,2.17,4.5
8600,21,5,2.66,0.62
8601,22,6,3.25,0.86
8602,21,7,3.45,1.24
8603,22,9,4.09,1.59
8604,21,11,3.76,2.19
8605,22,11,4.3,2.59
8606,21,12,3.8,3.29
8607,20,12,3.66,4.05
8608,22,12,4.55,4.23
8609,21,12,4.53,5.0
8610,22,12,4.67,5.32
8611,20,12,3.96,6.45
8612,22,12,4.51,6.41
8613,21,12,4.06,7.29
8614,21,12,4.32,7.86
8615,21,12,4.13,8.43
8616,21,12,4.23,9.0
8617,21,12,3.95,9.57
8618,22,12,4.31,9.68
8619,20,12,3.64,11.25
8620,22,12,4.21,10.77
8621,20,12,3.56,12.45
8622,21,12,4.19,12.43
8623,22,12,4.52,12.41
8624,21,12,4.46,13.57
8625,21,12,4.17,14.14
8626,21,12,4.21,14.71
8627,20,12,3.98,16.05
