Time,Simulation_Step,Vehicle_Count,Queue_Length,Halting_Vehicles,Traffic_Density,Lane_Occupancy,Average_Speed,Maximum_Speed,Minimum_Speed,Average_Acceleration,Average_Waiting_Time,Maximum_Waiting_Time,Current_TLS_Phase,Remaining_Green_Time,North_Count,South_Count,East_Count,West_Count,Car_Count,Bus_Count,Truck_Count,Motorcycle_Count,Emergency_Vehicle_Count,Total_CO2_Emission,Total_Fuel_Consumption,Total_NOx_Emission,Total_PMx_Emission,Average_Travel_Time,Average_Delay,Intersection_Throughput,Congestion_Level,Recommended_Green_Time
9937,9937,19,10,10,51.27,0.27,4.62,14.45,0.0,0.05,17.11,37.0,0,5.0,10,2,0,0,19,0,0,0,0,31916.9,10347.18,12.02,1.85,0.0,20.45,0,2,50
9938,9938,19,10,10,51.27,0.27,4.75,13.86,0.0,0.16,17.63,38.0,0,4.0,10,2,0,0,19,0,0,0,0,37402.75,12125.58,13.47,1.78,10.0,21.07,1,2,50
9939,9939,19,10,10,51.27,0.27,4.57,13.43,0.0,0.07,18.16,39.0,0,3.0,10,2,0,0,19,0,0,0,0,32444.71,10518.29,12.09,1.59,13.0,21.44,1,2,50
9940,9940,19,10,10,51.27,0.27,4.87,13.39,0.0,0.32,18.68,40.0,0,2.0,10,2,0,0,19,0,0,0,0,44320.1,14368.09,15.73,2.44,10.0,22.05,1,2,50
9941,9941,18,10,10,48.57,0.26,4.33,13.07,0.0,0.14,20.28,41.0,0,1.0,10,2,0,0,18,0,0,0,0,33674.77,10917.04,12.26,1.7,11.0,23.59,2,2,50
9942,9942,19,10,10,51.27,0.27,5.07,13.31,0.0,0.29,19.74,42.0,0,0.0,10,2,0,0,19,0,0,0,0,45799.47,14847.69,16.68,2.77,0.0,22.98,0,2,50
9943,9943,19,10,10,51.27,0.26,4.55,13.15,0.0,-0.23,20.26,43.0,1,0.0,10,1,0,0,19,0,0,0,0,30893.01,10015.22,11.62,1.43,12.0,23.33,1,2,50
9944,9944,19,10,10,51.27,0.26,3.82,13.46,0.0,-0.47,20.79,44.0,1,0.0,10,1,0,0,19,0,0,0,0,26562.78,8611.46,10.19,1.34,11.0,23.73,1,2,50
9945,9945,20,10,10,53.96,0.29,3.39,13.42,0.0,-0.48,20.25,45.0,1,0.0,10,1,0,0,20,0,0,0,0,34440.38,11165.2,12.16,1.29,0.0,23.27,0,2,50
9946,9946,19,8,8,51.27,0.28,2.71,13.5,0.0,-0.16,17.05,44.0,2,41.0,8,1,0,0,19,0,0,0,0,34587.44,11212.79,11.88,1.05,10.0,25.27,1,2,50
9947,9947,21,8,8,56.66,0.28,2.48,13.29,0.0,-0.16,11.67,43.0,2,40.0,8,1,0,0,21,0,0,0,0,34770.6,11272.18,12.44,1.13,0.0,23.59,0,2,50
9948,9948,19,8,8,51.27,0.25,1.62,5.57,0.0,0.15,8.84,42.0,2,39.0,8,0,0,0,19,0,0,0,0,36186.21,11731.02,11.47,0.66,11.0,26.66,2,2,50
9949,9949,20,6,6,53.96,0.28,2.13,7.03,0.0,0.51,4.6,42.0,2,38.0,6,1,0,0,20,0,0,0,0,44425.31,14401.96,13.69,1.16,0.0,26.1,0,2,50
9950,9950,20,4,4,53.96,0.26,2.71,9.17,0.0,0.58,0.7,4.0,2,37.0,6,1,0,0,20,0,0,0,0,51229.48,16607.83,16.26,1.6,0.0,26.87,0,1,35
9951,9951,21,6,6,56.66,0.29,3.0,10.75,0.0,0.41,0.95,5.0,2,36.0,6,2,0,0,21,0,0,0,0,53578.56,17369.39,17.5,1.89,0.0,26.31,0,1,35
9952,9952,21,6,6,56.66,0.28,3.62,12.58,0.0,0.63,1.24,6.0,2,35.0,4,2,0,0,21,0,0,0,0,55386.79,17955.63,18.12,2.18,0.0,27.01,0,1,35
9953,9953,22,8,8,59.36,0.29,3.51,12.81,0.0,0.29,1.55,7.0,2,34.0,5,1,0,0,22,0,0,0,0,52727.28,17093.55,17.97,2.3,58.0,24.17,1,2,50
9954,9954,22,9,9,59.36,0.3,3.7,12.18,0.0,0.4,1.95,8.0,2,33.0,4,1,0,0,22,0,0,0,0,53950.27,17490.04,18.88,2.08,57.0,22.6,1,2,50
9955,9955,21,11,11,56.66,0.27,3.87,12.57,0.0,0.58,2.57,9.0,2,32.0,4,1,0,0,21,0,0,0,0,63498.01,20585.3,22.1,2.69,62.0,21.89,1,2,50
9956,9956,23,12,12,62.06,0.32,4.46,13.88,0.0,0.25,2.87,10.0,2,31.0,5,2,0,0,23,0,0,0,0,53115.0,17219.31,19.28,2.85,0.0,20.63,0,2,50
9957,9957,21,12,12,56.66,0.27,3.92,14.07,0.0,0.3,3.71,11.0,2,30.0,4,1,0,0,21,0,0,0,0,52465.68,17008.76,18.86,2.37,60.0,18.37,2,2,50
9958,9958,22,12,12,59.36,0.29,3.92,15.85,0.0,0.14,4.09,12.0,2,29.0,5,1,0,0,22,0,0,0,0,48108.36,15596.17,17.44,1.93,57.0,15.89,1,2,50
9959,9959,21,12,12,56.66,0.28,3.62,11.21,0.0,0.26,4.86,13.0,2,28.0,4,1,0,0,21,0,0,0,0,44746.74,14506.41,15.94,1.75,61.0,14.8,1,2,50
9960,9960,22,12,12,59.36,0.29,4.12,12.71,0.0,0.22,5.18,14.0,2,27.0,4,2,0,0,22,0,0,0,0,47313.25,15338.46,17.09,2.32,0.0,14.79,0,2,50
9961,9961,22,12,12,59.36,0.29,4.02,12.57,0.0,0.05,5.73,15.0,2,26.0,5,1,0,0,22,0,0,0,0,37910.04,12290.11,14.17,1.88,57.0,13.27,1,2,50
9962,9962,22,12,12,59.36,0.29,4.21,13.79,0.0,0.27,6.27,16.0,2,25.0,4,2,0,0,22,0,0,0,0,55820.84,18096.44,19.84,2.45,62.0,11.56,1,2,50
9963,9963,22,12,12,59.36,0.29,4.08,14.58,0.0,0.11,6.82,17.0,2,24.0,5,1,0,0,22,0,0,0,0,45441.65,14731.68,16.34,1.88,9.0,12.1,1,2,50
9964,9964,21,12,12,56.66,0.29,3.53,11.86,0.0,0.1,7.71,18.0,2,23.0,4,1,0,0,21,0,0,0,0,42048.72,13631.74,15.33,1.61,34.5,10.76,2,2,50
9965,9965,21,12,12,56.66,0.27,3.91,13.72,0.0,0.38,8.29,19.0,2,22.0,4,1,0,0,21,0,0,0,0,55689.49,18053.88,20.01,2.55,0.0,11.45,0,2,50
9966,9966,22,12,12,59.36,0.29,4.06,14.18,0.0,0.26,8.45,20.0,2,21.0,5,1,0,0,22,0,0,0,0,53470.37,17334.51,19.57,2.7,8.0,11.54,1,2,50
9967,9967,21,12,12,56.66,0.27,4.05,14.56,0.0,0.48,9.43,21.0,2,20.0,4,2,0,0,21,0,0,0,0,57357.48,18594.57,20.12,2.42,14.0,12.53,1,2,50
9968,9968,22,12,12,59.36,0.28,4.17,14.03,0.0,0.13,9.55,22.0,2,19.0,5,1,0,0,22,0,0,0,0,43451.5,14086.54,15.95,2.05,8.0,12.48,1,2,50
9969,9969,21,12,12,56.66,0.29,3.84,12.58,0.0,0.14,10.57,23.0,2,18.0,5,2,0,0,21,0,0,0,0,42317.22,13718.82,15.6,1.99,13.0,13.58,1,2,50
9970,9970,21,12,12,56.66,0.27,3.82,12.58,0.0,0.09,11.14,24.0,2,17.0,4,1,0,0,21,0,0,0,0,38173.24,12375.4,14.06,1.62,8.0,14.21,1,2,50
9971,9971,22,12,12,59.36,0.3,4.11,13.32,0.0,0.23,11.18,25.0,2,16.0,5,2,0,0,22,0,0,0,0,47514.27,15403.63,17.21,2.32,0.0,14.23,0,2,50
9972,9972,22,12,12,59.36,0.29,4.3,12.12,0.0,0.26,11.73,26.0,2,15.0,4,1,0,0,22,0,0,0,0,48724.34,15795.92,17.58,2.54,8.0,14.8,1,2,50
9973,9973,21,12,12,56.66,0.29,4.23,12.93,0.0,0.25,12.86,27.0,2,14.0,4,2,0,0,21,0,0,0,0,46994.5,15235.14,17.27,2.41,15.0,15.98,1,2,50
9974,9974,22,12,12,59.36,0.29,4.43,13.01,0.0,0.06,12.82,28.0,2,13.0,5,1,0,0,22,0,0,0,0,39553.44,12822.87,14.76,2.07,8.0,15.88,1,2,50
9975,9975,21,12,12,56.66,0.28,4.29,13.64,0.0,0.27,14.0,29.0,2,12.0,3,2,0,0,21,0,0,0,0,51100.86,16566.3,18.21,2.39,14.0,17.1,1,2,50
9976,9976,22,12,12,59.36,0.29,4.6,14.69,0.0,0.26,13.91,30.0,2,11.0,5,1,0,0,22,0,0,0,0,57340.0,18588.94,20.58,2.84,8.0,16.9,1,2,50
9977,9977,20,12,12,53.96,0.28,3.71,12.64,0.0,0.06,15.9,31.0,2,10.0,3,1,0,0,20,0,0,0,0,43575.34,14126.64,15.81,1.57,10.5,18.96,2,2,50
9978,9978,21,12,12,56.66,0.27,4.13,12.95,0.0,0.05,15.71,32.0,2,9.0,4,1,0,0,21,0,0,0,0,39448.4,12788.77,14.48,1.7,0.0,18.72,0,2,50
9979,9979,21,12,12,56.66,0.28,3.8,13.36,0.0,0.07,16.29,33.0,2,8.0,5,1,0,0,21,0,0,0,0,40620.93,13168.92,15.17,1.99,7.0,19.36,1,2,50
9980,9980,21,12,12,56.66,0.28,4.01,13.96,0.0,0.25,16.86,34.0,2,7.0,4,1,0,0,21,0,0,0,0,45650.85,14799.49,16.28,2.13,14.0,19.83,1,2,50
9981,9981,21,12,12,56.66,0.28,3.95,14.82,0.0,0.32,17.43,35.0,2,6.0,4,1,0,0,21,0,0,0,0,51229.0,16607.89,18.64,2.61,7.0,20.46,1,2,50
9982,9982,21,12,12,56.66,0.28,3.86,12.81,0.0,-0.0,18.0,36.0,2,5.0,5,1,0,0,21,0,0,0,0,36181.31,11729.66,13.48,1.8,14.0,20.91,1,2,50
9983,9983,21,12,12,56.66,0.28,3.96,13.71,0.0,0.1,18.57,37.0,2,4.0,3,2,0,0,21,0,0,0,0,38382.08,12443.09,14.07,1.73,0.0,21.59,0,2,50
9984,9984,22,12,12,59.36,0.29,4.21,13.4,0.0,0.12,18.27,38.0,2,3.0,5,2,0,0,22,0,0,0,0,39041.27,12656.79,14.2,1.73,8.0,21.23,1,2,50
9985,9985,22,12,12,59.36,0.29,4.37,14.93,0.0,0.16,18.82,39.0,2,2.0,5,1,0,0,22,0,0,0,0,45501.58,14751.13,16.84,2.33,7.0,21.88,1,2,50
9986,9986,21,12,12,56.66,0.28,4.12,13.78,0.0,0.04,20.29,40.0,2,1.0,4,2,0,0,21,0,0,0,0,38466.27,12470.35,13.99,1.35,15.0,23.4,1,2,50
9987,9987,22,12,12,59.36,0.28,4.31,13.94,0.0,0.23,19.91,41.0,2,0.0,5,1,0,0,22,0,0,0,0,51004.27,16535.01,18.35,2.49,7.0,22.92,1,2,50
9988,9988,21,12,12,56.66,0.3,3.84,14.03,0.0,-0.05,21.43,42.0,3,0.0,5,2,0,0,21,0,0,0,0,49180.75,15943.82,17.69,2.22,14.0,24.54,1,2,50
9989,9989,22,12,12,59.36,0.31,2.87,14.41,0.0,-0.53,21.0,43.0,3,0.0,7,1,0,0,22,0,0,0,0,33319.03,10801.75,13.2,1.34,7.0,24.12,1,2,50
9990,9990,21,12,12,56.66,0.29,2.1,12.75,0.0,-0.23,22.57,44.0,3,0.0,7,0,0,0,21,0,0,0,0,35712.45,11577.62,13.5,1.07,6.0,26.08,1,2,50
9991,9991,21,12,12,56.66,0.29,1.48,11.47,0.0,-0.13,18.95,44.0,0,41.0,8,0,0,0,21,0,0,0,0,33978.5,11015.45,12.11,0.59,15.0,26.68,1,2,50
9992,9992,22,11,11,59.36,0.29,1.65,12.11,0.0,0.22,14.59,42.0,0,40.0,9,0,0,0,22,0,0,0,0,43313.62,14041.68,14.35,0.92,0.0,26.27,0,2,50
9993,9993,22,9,9,59.36,0.3,1.86,12.17,0.0,0.22,11.18,41.0,0,39.0,9,1,0,0,22,0,0,0,0,42806.69,13877.33,14.69,1.06,0.0,27.13,0,2,50
9994,9994,22,8,8,59.36,0.31,1.76,8.19,0.0,0.43,7.82,41.0,0,38.0,10,1,0,0,22,0,0,0,0,49962.79,16197.23,16.44,1.13,15.0,27.71,1,2,50
9995,9995,22,8,8,59.36,0.3,2.37,9.8,0.0,0.61,4.5,41.0,0,37.0,10,2,0,0,22,0,0,0,0,54742.52,17746.72,17.76,1.58,0.0,28.53,0,2,50
9996,9996,22,6,6,59.36,0.32,3.01,11.66,0.0,0.64,1.09,6.0,0,36.0,10,2,0,0,22,0,0,0,0,60277.01,19540.97,20.06,2.09,0.0,29.31,0,1,35
9997,9997,21,8,8,56.66,0.28,3.26,12.11,0.0,0.66,1.52,7.0,0,35.0,10,1,0,0,21,0,0,0,0,59352.99,19241.39,19.54,2.18,58.0,29.05,1,2,50
9998,9998,21,9,9,56.66,0.29,3.98,13.01,0.0,0.72,1.95,8.0,0,34.0,10,2,0,0,21,0,0,0,0,65103.55,21105.62,21.55,2.58,0.0,29.76,0,2,50
9999,9999,20,10,10,53.96,0.27,4.19,13.61,0.0,0.61,2.55,9.0,0,33.0,10,1,0,0,20,0,0,0,0,56996.85,18477.62,19.28,2.49,58.0,29.36,1,2,50
10000,10000,21,10,10,56.66,0.29,4.59,14.35,0.0,0.55,2.9,10.0,0,32.0,10,2,0,0,21,0,0,0,0,59291.79,19221.62,20.42,2.53,60.0,26.19,1,2,50
10001,10001,20,10,10,53.96,0.29,4.55,14.79,0.0,0.25,3.55,11.0,0,31.0,10,1,0,0,20,0,0,0,0,49265.14,15971.2,17.3,2.68,58.0,25.55,1,2,50
10002,10002,20,10,10,53.96,0.27,4.24,13.49,0.0,0.04,4.05,12.0,0,30.0,10,1,0,0,20,0,0,0,0,37453.7,12142.09,13.37,1.47,60.0,23.67,1,2,50
10003,10003,19,10,10,51.27,0.25,3.79,11.3,0.0,0.15,4.79,13.0,0,29.0,10,1,0,0,19,0,0,0,0,39088.98,12672.22,13.98,1.79,58.5,20.18,2,2,50
10004,10004,20,10,10,53.96,0.28,3.92,10.97,0.0,0.06,5.05,14.0,0,28.0,10,1,0,0,20,0,0,0,0,33899.15,10989.73,12.07,1.05,0.0,19.8,0,2,50
10005,10005,21,10,10,56.66,0.28,4.46,11.67,0.0,0.19,5.29,15.0,0,27.0,10,1,0,0,21,0,0,0,0,41091.48,13321.41,14.62,2.11,0.0,19.47,0,2,50
10006,10006,21,10,10,56.66,0.28,4.56,11.38,0.0,0.11,5.76,16.0,0,26.0,10,2,0,0,21,0,0,0,0,36767.8,11919.79,13.49,2.18,0.0,20.1,0,2,50
10007,10007,21,10,10,56.66,0.29,4.38,11.33,0.0,0.1,6.24,17.0,0,25.0,10,1,0,0,21,0,0,0,0,34855.97,11299.96,12.59,1.46,60.0,15.94,2,2,50
10008,10008,21,10,10,56.66,0.27,4.55,11.54,0.0,0.16,6.71,18.0,0,24.0,10,1,0,0,21,0,0,0,0,43674.17,14158.73,15.82,2.52,0.0,16.56,0,2,50
10009,10009,21,10,10,56.66,0.29,4.65,11.34,0.0,0.06,7.19,19.0,0,23.0,10,2,0,0,21,0,0,0,0,36043.31,11684.88,13.12,1.84,60.0,14.88,1,2,50
10010,10010,21,10,10,56.66,0.28,4.73,12.53,0.0,0.3,7.67,20.0,0,22.0,10,1,0,0,21,0,0,0,0,49197.81,15949.39,17.5,2.86,59.0,13.05,1,2,50
10011,10011,21,10,10,56.66,0.28,4.82,12.42,0.0,0.13,8.14,21.0,0,21.0,10,2,0,0,21,0,0,0,0,41786.87,13546.87,15.15,2.28,58.0,11.41,1,2,50
10012,10012,21,10,10,56.66,0.29,4.9,12.74,0.0,0.23,8.62,22.0,0,20.0,10,1,0,0,21,0,0,0,0,48934.92,15864.14,17.32,2.72,12.0,11.77,1,2,50
10013,10013,21,10,10,56.66,0.27,4.96,13.0,0.0,0.05,9.1,23.0,0,19.0,10,1,0,0,21,0,0,0,0,41109.1,13327.11,14.83,1.92,13.0,12.23,1,2,50
10014,10014,20,10,10,53.96,0.29,4.63,12.72,0.0,0.01,10.05,24.0,0,18.0,10,2,0,0,20,0,0,0,0,37296.39,12091.1,13.64,1.68,11.0,13.42,1,2,50
10015,10015,21,10,10,56.66,0.27,4.96,13.14,0.0,0.25,10.05,25.0,0,17.0,10,1,0,0,21,0,0,0,0,49188.14,15946.24,17.48,2.85,13.0,13.1,1,2,50
10016,10016,20,10,10,53.96,0.28,4.65,12.7,0.0,0.11,11.05,26.0,0,16.0,10,2,0,0,20,0,0,0,0,40632.28,13172.56,14.74,2.01,11.0,14.33,1,2,50
10017,10017,20,10,10,53.96,0.27,4.96,12.93,0.0,0.23,11.55,27.0,0,15.0,10,1,0,0,20,0,0,0,0,47489.21,15395.46,17.01,2.6,13.0,14.64,1,2,50
10018,10018,20,10,10,53.96,0.27,4.87,13.13,0.0,0.22,12.05,28.0,0,14.0,10,1,0,0,20,0,0,0,0,48413.65,15695.13,17.25,2.45,11.0,15.18,1,2,50
10019,10019,20,10,10,53.96,0.28,5.07,13.33,0.0,0.2,12.55,29.0,0,13.0,10,2,0,0,20,0,0,0,0,51329.5,16640.41,18.35,2.74,0.0,15.82,0,2,50
10020,10020,20,10,10,53.96,0.28,4.69,14.08,0.0,-0.09,13.05,30.0,0,12.0,10,1,0,0,20,0,0,0,0,33520.55,10867.07,12.52,1.86,12.0,16.11,2,2,50
10021,10021,20,10,10,53.96,0.26,4.94,14.56,0.0,0.24,13.55,31.0,0,11.0,10,2,0,0,20,0,0,0,0,44941.87,14569.66,16.16,2.51,0.0,16.77,0,2,50
10022,10022,19,10,10,51.27,0.27,4.86,14.69,0.0,0.09,14.79,32.0,0,10.0,10,1,0,0,19,0,0,0,0,33986.23,11018.04,12.57,2.38,11.5,18.01,2,2,50
10023,10023,19,10,10,51.27,0.26,4.61,14.15,0.0,0.11,15.32,33.0,0,9.0,10,1,0,0,19,0,0,0,0,34737.69,11261.6,12.44,1.61,10.0,18.61,1,2,50
10024,10024,20,10,10,53.96,0.29,5.29,14.64,0.0,0.21,15.05,34.0,0,8.0,10,2,0,0,20,0,0,0,0,47916.02,15533.8,17.05,2.66,0.0,18.32,0,2,50
10025,10025,18,10,10,48.57,0.25,4.71,15.0,0.0,0.22,17.28,35.0,0,7.0,10,1,0,0,18,0,0,0,0,47144.04,15283.52,17.16,2.49,11.5,20.63,2,2,50
10026,10026,20,10,10,53.96,0.28,5.35,15.24,0.0,0.13,16.05,36.0,0,6.0,10,2,0,0,20,0,0,0,0,37268.81,12082.18,13.44,2.17,0.0,19.18,0,2,50
10027,10027,19,10,10,51.27,0.27,5.12,15.4,0.0,0.21,17.42,37.0,0,5.0,10,2,0,0,19,0,0,0,0,40627.83,13171.1,14.51,2.27,10.0,20.76,1,2,50
10028,10028,20,10,10,53.96,0.27,5.36,15.11,0.0,0.05,17.05,38.0,0,4.0,10,1,0,0,20,0,0,0,0,36351.46,11784.83,13.47,2.73,13.0,20.02,1,2,50
10029,10029,18,10,10,48.57,0.26,4.57,15.09,0.0,-0.02,19.5,39.0,0,3.0,10,1,0,0,18,0,0,0,0,30134.37,9769.32,11.24,1.83,10.0,22.61,2,2,50
10030,10030,20,10,10,53.96,0.26,5.19,15.0,0.0,0.07,18.05,40.0,0,2.0,10,1,0,0,20,0,0,0,0,38924.54,12618.96,14.17,2.47,0.0,20.93,0,2,50
10031,10031,19,10,10,51.27,0.28,4.72,13.57,0.0,-0.01,19.53,41.0,0,1.0,10,2,0,0,19,0,0,0,0,32080.34,10400.15,11.86,1.55,9.0,22.7,1,2,50
10032,10032,19,10,10,51.27,0.26,5.02,15.02,0.0,0.15,20.05,42.0,0,0.0,10,1,0,0,19,0,0,0,0,44114.37,14301.38,16.01,2.49,12.0,23.07,1,2,50
10033,10033,19,10,10,51.27,0.26,4.61,13.47,0.0,0.02,20.58,43.0,1,0.0,10,1,0,0,19,0,0,0,0,35175.81,11403.63,12.72,1.37,9.0,23.68,1,2,50
10034,10034,19,10,10,51.27,0.26,4.6,13.66,0.0,-0.15,21.11,44.0,1,0.0,10,1,0,0,19,0,0,0,0,32099.73,10406.39,11.83,1.21,11.0,24.09,1,2,50
10035,10035,20,10,10,53.96,0.29,4.1,13.8,0.0,-0.47,20.55,45.0,1,0.0,10,1,0,0,20,0,0,0,0,32492.62,10533.77,11.88,1.23,0.0,23.56,0,2,50
10036,10036,20,8,8,53.96,0.29,3.54,12.56,0.0,-0.28,16.45,45.0,2,41.0,8,1,0,0,20,0,0,0,0,37548.97,12172.86,12.64,1.22,10.0,24.24,1,2,50
10037,10037,21,7,7,56.66,0.27,3.35,14.37,0.0,0.09,11.81,43.0,2,40.0,8,0,0,0,21,0,0,0,0,54328.76,17612.57,18.61,2.06,11.0,23.59,1,2,50
10038,10038,20,7,7,53.96,0.26,3.19,13.79,0.0,0.38,8.45,42.0,2,39.0,8,0,0,0,20,0,0,0,0,47648.65,15446.97,15.24,1.5,10.0,25.46,1,1,35
10039,10039,21,5,5,56.66,0.28,3.29,13.11,0.0,0.12,4.29,42.0,2,38.0,6,1,0,0,21,0,0,0,0,46617.26,15112.59,15.23,1.51,0.0,24.95,0,1,35
10040,10040,21,4,4,56.66,0.28,2.94,10.78,0.0,0.26,0.52,4.0,2,37.0,6,1,0,0,21,0,0,0,0,55083.68,17857.25,17.22,1.81,10.0,25.62,1,1,35
10041,10041,21,5,5,56.66,0.29,3.39,11.07,0.0,0.45,0.76,5.0,2,36.0,5,2,0,0,21,0,0,0,0,52297.42,16954.1,17.12,2.07,0.0,26.36,0,1,35
10042,10042,20,7,7,53.96,0.25,3.51,11.21,0.0,0.5,1.15,6.0,2,35.0,4,1,0,0,20,0,0,0,0,52528.96,17029.2,17.57,2.04,57.0,25.92,1,1,35
10043,10043,23,9,9,62.06,0.32,3.95,12.83,0.0,0.36,1.39,7.0,2,34.0,5,2,0,0,23,0,0,0,0,59716.99,19359.51,20.73,2.48,0.0,23.15,0,2,50
10044,10044,22,9,9,59.36,0.29,4.0,12.99,0.0,0.45,1.86,8.0,2,33.0,4,1,0,0,22,0,0,0,0,56752.73,18398.56,19.83,2.62,57.0,22.59,1,2,50
10045,10045,21,10,10,56.66,0.27,3.74,11.23,0.0,0.24,2.43,9.0,2,32.0,4,1,0,0,21,0,0,0,0,45093.03,14618.7,16.23,2.21,60.0,19.42,2,2,50
10046,10046,22,11,11,59.36,0.29,4.12,13.62,0.0,0.26,2.82,10.0,2,31.0,5,1,0,0,22,0,0,0,0,52019.51,16864.19,19.22,2.62,0.0,19.21,0,2,50
10047,10047,22,12,12,59.36,0.29,4.2,13.77,0.0,0.29,3.36,11.0,2,30.0,4,2,0,0,22,0,0,0,0,51516.17,16700.97,18.47,2.55,63.0,17.4,1,2,50
10048,10048,22,12,12,59.36,0.29,4.24,15.86,0.0,0.27,3.91,12.0,2,29.0,5,2,0,0,22,0,0,0,0,55789.68,18086.38,20.47,2.83,57.0,15.85,1,2,50
10049,10049,21,12,12,56.66,0.27,4.04,12.24,0.0,0.39,4.67,13.0,2,28.0,4,1,0,0,21,0,0,0,0,52869.32,17139.61,18.76,2.23,58.5,12.38,2,2,50
10050,10050,21,12,12,56.66,0.28,4.14,12.47,0.0,0.1,5.24,14.0,2,27.0,4,2,0,0,21,0,0,0,0,38909.95,12614.21,14.26,1.67,0.0,13.06,0,2,50
10051,10051,22,12,12,59.36,0.29,4.2,12.72,0.0,0.03,5.55,15.0,2,26.0,5,1,0,0,22,0,0,0,0,43087.01,13968.39,16.04,2.19,8.0,13.06,1,2,50
10052,10052,21,12,12,56.66,0.29,4.06,13.73,0.0,0.27,6.38,16.0,2,25.0,4,2,0,0,21,0,0,0,0,47402.33,15367.3,17.04,2.19,63.0,11.86,1,2,50
10053,10053,22,12,12,59.36,0.28,4.24,13.72,0.0,0.21,6.64,17.0,2,24.0,5,1,0,0,22,0,0,0,0,49295.63,15981.1,17.82,2.38,8.0,11.91,1,2,50
10054,10054,21,12,12,56.66,0.28,4.03,12.48,0.0,0.25,7.52,18.0,2,23.0,3,1,0,0,21,0,0,0,0,44600.78,14459.11,16.07,2.25,7.0,13.06,1,2,50
10055,10055,21,12,12,56.66,0.27,4.27,12.85,0.0,0.27,8.1,19.0,2,22.0,4,1,0,0,21,0,0,0,0,49710.02,16115.46,18.13,2.65,63.0,11.2,1,2,50
10056,10056,22,12,12,59.36,0.31,4.5,12.84,0.0,0.14,8.27,20.0,2,21.0,4,2,0,0,22,0,0,0,0,42988.26,13936.38,15.83,2.42,0.0,11.34,0,2,50
10057,10057,21,12,12,56.66,0.27,4.22,12.37,0.0,0.07,9.24,21.0,2,20.0,4,1,0,0,21,0,0,0,0,36795.04,11928.61,13.48,1.77,11.0,12.29,2,2,50
10058,10058,21,12,12,56.66,0.28,4.03,13.68,0.0,0.11,9.81,22.0,2,19.0,4,1,0,0,21,0,0,0,0,45789.04,14844.31,16.88,2.05,7.0,12.9,1,2,50
10059,10059,21,12,12,56.66,0.28,3.98,12.77,0.0,0.02,10.38,23.0,2,18.0,5,1,0,0,21,0,0,0,0,39027.69,12652.36,14.24,1.49,13.0,13.39,1,2,50
10060,10060,21,12,12,56.66,0.27,4.28,13.97,0.0,0.3,10.95,24.0,2,17.0,3,2,0,0,21,0,0,0,0,51800.3,16793.05,18.72,2.44,0.0,14.06,0,2,50
10061,10061,22,12,12,59.36,0.29,4.38,14.45,0.0,0.02,11.0,25.0,2,16.0,5,2,0,0,22,0,0,0,0,41969.79,13606.21,15.82,2.34,8.0,14.06,1,2,50
10062,10062,20,12,12,53.96,0.26,3.7,13.56,0.0,0.19,12.7,26.0,2,15.0,3,1,0,0,20,0,0,0,0,39214.62,12712.99,14.14,1.85,10.5,15.91,2,2,50
10063,10063,21,12,12,56.66,0.27,4.18,13.88,0.0,0.14,12.67,27.0,2,14.0,4,2,0,0,21,0,0,0,0,43710.06,14170.35,15.93,1.98,0.0,15.82,0,2,50
10064,10064,20,12,12,53.96,0.27,3.5,12.91,0.0,0.07,13.9,28.0,2,13.0,4,1,0,0,20,0,0,0,0,40223.1,13039.9,14.71,1.41,10.0,17.05,2,2,50
10065,10065,21,12,12,56.66,0.28,4.1,14.02,0.0,0.27,13.81,29.0,2,12.0,4,2,0,0,21,0,0,0,0,50655.01,16421.79,18.29,2.56,0.0,16.9,0,2,50
10066,10066,21,12,12,56.66,0.28,3.78,13.74,0.0,0.09,14.38,30.0,2,11.0,5,1,0,0,21,0,0,0,0,42892.75,13905.42,15.8,2.21,7.0,17.56,1,2,50
10067,10067,22,12,12,59.36,0.29,4.18,13.41,0.0,0.1,14.27,31.0,2,10.0,5,1,0,0,22,0,0,0,0,37170.08,12050.18,13.67,1.31,0.0,17.43,0,2,50
10068,10068,20,12,12,53.96,0.25,3.48,12.2,0.0,0.12,16.3,32.0,2,9.0,4,1,0,0,20,0,0,0,0,37459.49,12144.07,14.09,1.99,11.0,19.63,2,2,50
10069,10069,22,12,12,59.36,0.29,4.09,12.78,0.0,0.14,15.36,33.0,2,8.0,5,1,0,0,22,0,0,0,0,45342.34,14699.53,16.68,2.3,0.0,18.5,0,2,50
10070,10070,21,12,12,56.66,0.28,3.88,13.34,0.0,0.21,16.67,34.0,2,7.0,4,2,0,0,21,0,0,0,0,44015.21,14269.25,15.74,1.74,14.0,19.86,1,2,50
10071,10071,22,12,12,59.36,0.29,4.3,13.84,0.0,0.12,16.45,35.0,2,6.0,4,2,0,0,22,0,0,0,0,40983.47,13286.45,15.04,2.04,0.0,19.6,0,2,50
10072,10072,21,12,12,56.66,0.3,3.8,11.62,0.0,0.14,17.81,36.0,2,5.0,5,2,0,0,21,0,0,0,0,41971.34,13606.7,15.42,1.95,11.5,20.95,2,2,50
